Unnamed: 0,frequency,gain,plant,distance_cm
877,2370100000.0,-35.31898,lilium,6
878,2380100000.0,-36.44215,lilium,6
879,2390100000.0,-37.2254,lilium,6
880,2400100000.0,-38.05955,lilium,6
881,2410100000.0,-38.39209,lilium,6
882,2420100000.0,-38.61031,lilium,6
883,2430100000.0,-38.68671,lilium,6
884,2440100000.0,-38.64042,lilium,6
885,2450100000.0,-38.88722,lilium,6
886,2460100000.0,-38.76656,lilium,6
887,2470100000.0,-38.96939,lilium,6
888,2480100000.0,-38.97981,lilium,6
889,2490100000.0,-39.05504,lilium,6
890,2500100000.0,-39.46565,lilium,6
891,2510100000.0,-39.71787,lilium,6
892,2520100000.0,-40.34371,lilium,6
893,2530100000.0,-41.65401,lilium,6
894,2540100000.0,-42.99792,lilium,6
895,2550100000.0,-43.56371,lilium,6
896,2560100000.0,-43.35274,lilium,6
897,2570100000.0,-42.23455,lilium,6
898,2580100000.0,-40.15804,lilium,6
899,2590100000.0,-38.77946,lilium,6
900,2600100000.0,-37.89476,lilium,6
901,2610100000.0,-37.19014,lilium,6
902,2620100000.0,-36.73472,lilium,6
903,2630100000.0,-36.11685,lilium,6
904,2640100000.0,-35.37841,lilium,6
905,2650100000.0,-34.8711,lilium,6
906,2660100000.0,-34.57659,lilium,6
907,2670100000.0,-34.49247,lilium,6
908,2680100000.0,-34.69555,lilium,6
909,2690100000.0,-35.18004,lilium,6
910,2700100000.0,-35.8004,lilium,6
911,2710100000.0,-36.37836,lilium,6
912,2720100000.0,-36.66726,lilium,6
913,2730100000.0,-37.0323,lilium,6
914,2740100000.0,-37.19061,lilium,6
915,2750100000.0,-37.05087,lilium,6
916,2760100000.0,-36.89689,lilium,6
917,2770100000.0,-36.61464,lilium,6
918,2780100000.0,-36.10494,lilium,6
919,2790100000.0,-35.54671,lilium,6
920,2800100000.0,-34.75187,lilium,6
921,2810100000.0,-33.81518,lilium,6
922,2820100000.0,-32.85004,lilium,6
923,2830100000.0,-31.81932,lilium,6
924,2840100000.0,-30.76348,lilium,6
925,2850100000.0,-30.04415,lilium,6
926,2860100000.0,-30.09681,lilium,6
927,2870100000.0,-31.04047,lilium,6
928,2880100000.0,-32.85293,lilium,6
929,2890100000.0,-34.99401,lilium,6
930,2900100000.0,-37.18546,lilium,6
931,2910100000.0,-39.21708,lilium,6
932,2920100000.0,-40.84121,lilium,6
933,2930100000.0,-42.51498,lilium,6
934,2940100000.0,-43.59953,lilium,6
935,2950100000.0,-44.34148,lilium,6
936,2960100000.0,-45.61087,lilium,6
937,2970100000.0,-47.0344,lilium,6
938,2980100000.0,-47.99364,lilium,6
939,2990100000.0,-48.50666,lilium,6
940,3000100000.0,-47.81756,lilium,6
941,3010100000.0,-46.89954,lilium,6
942,3020100000.0,-46.13733,lilium,6
943,3030100000.0,-45.06613,lilium,6
944,3040100000.0,-44.58997,lilium,6
945,3050100000.0,-43.94557,lilium,6
946,3060100000.0,-43.71011,lilium,6
947,3070100000.0,-43.22061,lilium,6
948,3080100000.0,-42.42937,lilium,6
949,3090100000.0,-41.26197,lilium,6
950,3100100000.0,-40.03792,lilium,6
951,3110100000.0,-39.25056,lilium,6
952,3120100000.0,-38.05563,lilium,6
953,3130100000.0,-37.54487,lilium,6
954,3140100000.0,-37.56015,lilium,6
955,3150100000.0,-37.90355,lilium,6
956,3160100000.0,-37.80148,lilium,6
957,3170100000.0,-38.32304,lilium,6
958,3180100000.0,-38.83324,lilium,6
959,3190100000.0,-39.79924,lilium,6
960,100000.0,-45.20722,succulente,6
961,10100000.0,-2.866932,succulente,6
962,20100000.0,-56.8419,succulente,6
963,30100000.0,-58.41219,succulente,6
964,40100000.0,-58.22178,succulente,6
965,50100000.0,-58.53889,succulente,6
966,60100000.0,-58.4092,succulente,6
967,70100000.0,-58.11944,succulente,6
968,80100000.0,-56.34691,succulente,6
969,90100000.0,-53.40475,succulente,6
970,100100000.0,-50.94556,succulente,6
971,110100000.0,-50.03551,succulente,6
972,120100000.0,-52.28866,succulente,6
973,130100000.0,-55.98106,succulente,6
974,140100000.0,-59.43479,succulente,6
975,150100000.0,-60.89909,succulente,6
976,160100000.0,-59.19334,succulente,6
977,170100000.0,-58.93909,succulente,6
978,180100000.0,-57.20871,succulente,6
979,190100000.0,-57.15282,succulente,6
980,200100000.0,-57.62211,succulente,6
981,210100000.0,-56.13968,succulente,6
982,220100000.0,-54.07084,succulente,6
983,230100000.0,-51.08028,succulente,6
984,240100000.0,-48.32176,succulente,6
985,250100000.0,-45.84645,succulente,6
986,260100000.0,-43.91365,succulente,6
987,270100000.0,-42.10716,succulente,6
988,280100000.0,-40.82758,succulente,6
989,290100000.0,-39.69789,succulente,6
990,300100000.0,-38.49152,succulente,6
991,310100000.0,-37.36964,succulente,6
992,320100000.0,-37.38177,succulente,6
993,330100000.0,-38.03001,succulente,6
994,340100000.0,-39.24834,succulente,6
995,350100000.0,-40.54425,succulente,6
996,360100000.0,-41.7138,succulente,6
997,370100000.0,-42.56415,succulente,6
998,380100000.0,-43.58824,succulente,6
999,390100000.0,-45.24949,succulente,6
1000,400100000.0,-46.49372,succulente,6
1001,410100000.0,-46.09217,succulente,6
1002,420100000.0,-45.54239,succulente,6
1003,430100000.0,-46.12042,succulente,6
1004,440100000.0,-47.18155,succulente,6
1005,450100000.0,-48.3209,succulente,6
1006,460100000.0,-49.79611,succulente,6
1007,470100000.0,-51.18895,succulente,6
1008,480100000.0,-52.56233,succulente,6
1009,490100000.0,-54.15847,succulente,6
1010,500100000.0,-56.01936,succulente,6
1011,510100000.0,-57.0863,succulente,6
1012,520100000.0,-57.14388,succulente,6
1013,530100000.0,-56.11403,succulente,6
1014,540100000.0,-56.17231,succulente,6
1015,550100000.0,-56.74845,succulente,6
1016,560100000.0,-56.66571,succulente,6
1017,570100000.0,-59.7256,succulente,6
1018,580100000.0,-60.51723,succulente,6
1019,590100000.0,-58.74991,succulente,6
1020,600100000.0,-54.13132,succulente,6
1021,610100000.0,-49.97895,succulente,6
1022,620100000.0,-47.07811,succulente,6
1023,630100000.0,-46.7044,succulente,6
1024,640100000.0,-48.55882,succulente,6
1025,650100000.0,-51.03173,succulente,6
1026,660100000.0,-47.22144,succulente,6
1027,670100000.0,-46.56253,succulente,6
1028,680100000.0,-48.20704,succulente,6
1029,690100000.0,-50.45155,succulente,6
1030,700100000.0,-50.66299,succulente,6
1031,710100000.0,-48.62161,succulente,6
1032,720100000.0,-45.57688,succulente,6
1033,730100000.0,-43.35264,succulente,6
1034,740100000.0,-40.8291,succulente,6
1035,750100000.0,-39.23228,succulente,6
1036,760100000.0,-37.75142,succulente,6
1037,770100000.0,-36.95682,succulente,6
1038,780100000.0,-36.52191,succulente,6
1039,790100000.0,-36.02118,succulente,6
1040,800100000.0,-35.26225,succulente,6
1041,810100000.0,-34.46086,succulente,6
1042,820100000.0,-33.56265,succulente,6
1043,830100000.0,-33.16728,succulente,6
1044,840100000.0,-33.08394,succulente,6
1045,850100000.0,-33.19216,succulente,6
1046,860100000.0,-33.24571,succulente,6
1047,870100000.0,-33.00781,succulente,6
1048,880100000.0,-32.65575,succulente,6
1049,890100000.0,-31.7701,succulente,6
1050,900100000.0,-30.73179,succulente,6
1051,910100000.0,-29.62966,succulente,6
1052,920100000.0,-28.60133,succulente,6
1053,930100000.0,-27.57629,succulente,6
1054,940100000.0,-26.57718,succulente,6
1055,950100000.0,-26.88661,succulente,6
1056,960100000.0,-28.33928,succulente,6
1057,970100000.0,-30.71612,succulente,6
1058,980100000.0,-33.31264,succulente,6
1059,990100000.0,-35.37789,succulente,6
1060,1000100000.0,-37.25856,succulente,6
1061,1010100000.0,-38.5701,succulente,6
1062,1020100000.0,-39.427,succulente,6
1063,1030100000.0,-40.38554,succulente,6
1064,1040100000.0,-40.67816,succulente,6
1065,1050100000.0,-40.90348,succulente,6
1066,1060100000.0,-41.04785,succulente,6
1067,1070100000.0,-40.74849,succulente,6
1068,1080100000.0,-40.82394,succulente,6
1069,1090100000.0,-41.0009,succulente,6
1070,1100100000.0,-41.01857,succulente,6
1071,1110100000.0,-40.92653,succulente,6
1072,1120100000.0,-40.6912,succulente,6
1073,1130100000.0,-40.54594,succulente,6
1074,1140100000.0,-40.53738,succulente,6
1075,1150100000.0,-39.21848,succulente,6
1076,1160100000.0,-37.07824,succulente,6
1077,1170100000.0,-35.01704,succulente,6
1078,1180100000.0,-33.16405,succulente,6
1079,1190100000.0,-31.87745,succulente,6
1080,1200100000.0,-31.423,succulente,6
1081,1210100000.0,-32.10632,succulente,6
1082,1220100000.0,-33.28538,succulente,6
1083,1230100000.0,-34.72549,succulente,6
1084,1240100000.0,-35.71262,succulente,6
1085,1250100000.0,-36.50373,succulente,6
1086,1260100000.0,-37.64983,succulente,6
1087,1270100000.0,-38.71138,succulente,6
1088,1280100000.0,-39.65013,succulente,6
1089,1290100000.0,-40.0219,succulente,6
1090,1300100000.0,-40.11338,succulente,6
1091,1310100000.0,-40.5072,succulente,6
1092,1320100000.0,-40.67455,succulente,6
1093,1330100000.0,-40.86897,succulente,6
1094,1340100000.0,-40.43608,succulente,6
1095,1350100000.0,-40.27275,succulente,6
1096,1360100000.0,-39.86148,succulente,6
1097,1370100000.0,-39.92493,succulente,6
1098,1380100000.0,-40.15195,succulente,6
1099,1390100000.0,-40.04855,succulente,6
1100,1400100000.0,-40.28664,succulente,6
1101,1410100000.0,-39.68287,succulente,6
1102,1420100000.0,-38.98456,succulente,6
1103,1430100000.0,-38.28494,succulente,6
1104,1440100000.0,-37.64072,succulente,6
1105,1450100000.0,-36.6758,succulente,6
1106,1460100000.0,-36.16408,succulente,6
1107,1470100000.0,-35.45752,succulente,6
1108,1480100000.0,-34.92881,succulente,6
1109,1490100000.0,-35.07209,succulente,6
1110,1500100000.0,-35.46172,succulente,6
1111,1510100000.0,-36.07186,succulente,6
1112,1520100000.0,-36.84267,succulente,6
1113,1530100000.0,-37.32074,succulente,6
1114,1540100000.0,-37.49194,succulente,6
1115,1550100000.0,-38.04419,succulente,6
1116,1560100000.0,-37.65236,succulente,6
1117,1570100000.0,-37.33254,succulente,6
1118,1580100000.0,-36.9205,succulente,6
1119,1590100000.0,-36.32216,succulente,6
1120,1600100000.0,-35.82643,succulente,6
1121,1610100000.0,-35.70622,succulente,6
1122,1620100000.0,-35.7373,succulente,6
1123,1630100000.0,-36.0697,succulente,6
1124,1640100000.0,-36.70747,succulente,6
1125,1650100000.0,-37.50638,succulente,6
1126,1660100000.0,-38.35353,succulente,6
1127,1670100000.0,-39.79571,succulente,6
1128,1680100000.0,-42.23634,succulente,6
1129,1690100000.0,-44.75983,succulente,6
1130,1700100000.0,-46.94069,succulente,6
1131,1710100000.0,-45.39876,succulente,6
1132,1720100000.0,-43.5256,succulente,6
1133,1730100000.0,-38.77007,succulente,6
1134,1740100000.0,-36.64288,succulente,6
1135,1750100000.0,-34.74804,succulente,6
1136,1760100000.0,-33.51182,succulente,6
1137,1770100000.0,-33.01669,succulente,6
1138,1780100000.0,-32.75735,succulente,6
1139,1790100000.0,-32.86034,succulente,6
1140,1800100000.0,-33.066,succulente,6
1141,1810100000.0,-33.40982,succulente,6
1142,1820100000.0,-33.71184,succulente,6
1143,1830100000.0,-33.98502,succulente,6
1144,1840100000.0,-34.13639,succulente,6
1145,1850100000.0,-34.16961,succulente,6
1146,1860100000.0,-34.30142,succulente,6
1147,1870100000.0,-34.23356,succulente,6
1148,1880100000.0,-34.10499,succulente,6
1149,1890100000.0,-33.84218,succulente,6
1150,1900100000.0,-33.35443,succulente,6
1151,1910100000.0,-32.75431,succulente,6
1152,1920100000.0,-32.09666,succulente,6
1153,1930100000.0,-31.80081,succulente,6
1154,1940100000.0,-31.52855,succulente,6
1155,1950100000.0,-31.40409,succulente,6
1156,1960100000.0,-31.48608,succulente,6
1157,1970100000.0,-31.68577,succulente,6
1158,1980100000.0,-31.9413,succulente,6
1159,1990100000.0,-32.38293,succulente,6
1160,2000100000.0,-32.75117,succulente,6
1161,2010100000.0,-33.14221,succulente,6
1162,2020100000.0,-33.40379,succulente,6
1163,2030100000.0,-33.76977,succulente,6
1164,2040100000.0,-34.12971,succulente,6
1165,2050100000.0,-34.29027,succulente,6
1166,2060100000.0,-34.74957,succulente,6
1167,2070100000.0,-34.57819,succulente,6
1168,2080100000.0,-34.74552,succulente,6
1169,2090100000.0,-35.05371,succulente,6
1170,2100100000.0,-35.88921,succulente,6
1171,2110100000.0,-37.4553,succulente,6
1172,2120100000.0,-39.56803,succulente,6
1173,2130100000.0,-42.30477,succulente,6
1174,2140100000.0,-45.05267,succulente,6
1175,2150100000.0,-47.52546,succulente,6
1176,2160100000.0,-48.28277,succulente,6
1177,2170100000.0,-48.60172,succulente,6
1178,2180100000.0,-48.60712,succulente,6
1179,2190100000.0,-48.67834,succulente,6
1180,2200100000.0,-48.54126,succulente,6
1181,2210100000.0,-48.30531,succulente,6
1182,2220100000.0,-47.93597,succulente,6
1183,2230100000.0,-46.2972,succulente,6
1184,2240100000.0,-45.01044,succulente,6
1185,2250100000.0,-44.10906,succulente,6
1186,2260100000.0,-43.15238,succulente,6
1187,2270100000.0,-42.75673,succulente,6
1188,2280100000.0,-42.03081,succulente,6
1189,2290100000.0,-41.20342,succulente,6
1190,2300100000.0,-40.1386,succulente,6
1191,2310100000.0,-38.76599,succulente,6
1192,2320100000.0,-37.74697,succulente,6
1193,2330100000.0,-36.88471,succulente,6
1194,2340100000.0,-36.89981,succulente,6
1195,2350100000.0,-37.4076,succulente,6
1196,2360100000.0,-37.98288,succulente,6
1197,2370100000.0,-38.48647,succulente,6
1198,2380100000.0,-38.8485,succulente,6
1199,2390100000.0,-38.75425,succulente,6
1200,2400100000.0,-38.69671,succulente,6
1201,2410100000.0,-38.74431,succulente,6
1202,2420100000.0,-38.86215,succulente,6
1203,2430100000.0,-38.86699,succulente,6
1204,2440100000.0,-39.01714,succulente,6
1205,2450100000.0,-39.16746,succulente,6
1206,2460100000.0,-39.07791,succulente,6
1207,2470100000.0,-38.93376,succulente,6
1208,2480100000.0,-38.53744,succulente,6
1209,2490100000.0,-38.77148,succulente,6
1210,2500100000.0,-38.60052,succulente,6
1211,2510100000.0,-38.71161,succulente,6
1212,2520100000.0,-38.98544,succulente,6
1213,2530100000.0,-39.15079,succulente,6
1214,2540100000.0,-39.52206,succulente,6
1215,2550100000.0,-38.56899,succulente,6
1216,2560100000.0,-37.75178,succulente,6
1217,2570100000.0,-36.7095,succulente,6
1218,2580100000.0,-35.59872,succulente,6
1219,2590100000.0,-34.95485,succulente,6
1220,2600100000.0,-35.36203,succulente,6
1221,2610100000.0,-36.17767,succulente,6
1222,2620100000.0,-37.04983,succulente,6
1223,2630100000.0,-38.71256,succulente,6
1224,2640100000.0,-40.84363,succulente,6
1225,2650100000.0,-42.73487,succulente,6
1226,2660100000.0,-44.40066,succulente,6
1227,2670100000.0,-46.00988,succulente,6
1228,2680100000.0,-47.26132,succulente,6
1229,2690100000.0,-48.09761,succulente,6
1230,2700100000.0,-48.6045,succulente,6
1231,2710100000.0,-47.77775,succulente,6
1232,2720100000.0,-47.48701,succulente,6
1233,2730100000.0,-46.6974,succulente,6
1234,2740100000.0,-45.96475,succulente,6
1235,2750100000.0,-44.49419,succulente,6
1236,2760100000.0,-42.87461,succulente,6
1237,2770100000.0,-41.39008,succulente,6
1238,2780100000.0,-39.17139,succulente,6
1239,2790100000.0,-37.55089,succulente,6
1240,2800100000.0,-35.92841,succulente,6
1241,2810100000.0,-34.67765,succulente,6
1242,2820100000.0,-33.6845,succulente,6
1243,2830100000.0,-33.20986,succulente,6
1244,2840100000.0,-32.8307,succulente,6
1245,2850100000.0,-32.54342,succulente,6
1246,2860100000.0,-32.71402,succulente,6
1247,2870100000.0,-32.94019,succulente,6
1248,2880100000.0,-33.74356,succulente,6
1249,2890100000.0,-34.99656,succulente,6
1250,2900100000.0,-36.60216,succulente,6
1251,2910100000.0,-38.10265,succulente,6
1252,2920100000.0,-39.58909,succulente,6
1253,2930100000.0,-41.06181,succulente,6
1254,2940100000.0,-42.1721,succulente,6
1255,2950100000.0,-42.75893,succulente,6
1256,2960100000.0,-42.97784,succulente,6
1257,2970100000.0,-43.01922,succulente,6
1258,2980100000.0,-43.11505,succulente,6
1259,2990100000.0,-43.88756,succulente,6
1260,3000100000.0,-45.02355,succulente,6
1261,3010100000.0,-47.0345,succulente,6
1262,3020100000.0,-48.37093,succulente,6
1263,3030100000.0,-49.63547,succulente,6
1264,3040100000.0,-49.84064,succulente,6
1265,3050100000.0,-48.92635,succulente,6
1266,3060100000.0,-47.55403,succulente,6
1267,3070100000.0,-46.26289,succulente,6
1268,3080100000.0,-45.22593,succulente,6
1269,3090100000.0,-43.77992,succulente,6
1270,3100100000.0,-43.37387,succulente,6
1271,3110100000.0,-42.5787,succulente,6
1272,3120100000.0,-41.21377,succulente,6
1273,3130100000.0,-40.33693,succulente,6
1274,3140100000.0,-40.08446,succulente,6
1275,3150100000.0,-40.85315,succulente,6
1276,3160100000.0,-41.4005,succulente,6
1277,3170100000.0,-43.42749,succulente,6
1278,3180100000.0,-45.28241,succulente,6
1279,3190100000.0,-46.3838,succulente,6
