,frequency,gain,plant,distance_cm
877,2370100000.0,-99.02124,succulente,6.0
878,2380100000.0,-99.81528,succulente,6.0
879,2390100000.0,-99.04324,succulente,6.0
880,2400100000.0,-98.6162,succulente,6.0
881,2410100000.0,-99.30549,succulente,6.0
882,2420100000.0,-99.09929,succulente,6.0
883,2430100000.0,-98.6092,succulente,6.0
884,2440100000.0,-98.74976,succulente,6.0
885,2450100000.0,-99.39788,succulente,6.0
886,2460100000.0,-99.34403,succulente,6.0
887,2470100000.0,-98.6458,succulente,6.0
888,2480100000.0,-99.23524,succulente,6.0
889,2490100000.0,-98.40538,succulente,6.0
890,2500100000.0,-98.17319,succulente,6.0
891,2510100000.0,-98.92596,succulente,6.0
892,2520100000.0,-99.04729,succulente,6.0
893,2530100000.0,-98.48386,succulente,6.0
894,2540100000.0,-98.69415,succulente,6.0
895,2550100000.0,-99.01365,succulente,6.0
896,2560100000.0,-99.39835,succulente,6.0
897,2570100000.0,-98.65881,succulente,6.0
898,2580100000.0,-98.24895,succulente,6.0
899,2590100000.0,-99.31435,succulente,6.0
900,2600100000.0,-98.3332,succulente,6.0
901,2610100000.0,-98.16396,succulente,6.0
902,2620100000.0,-98.18278,succulente,6.0
903,2630100000.0,-97.74219,succulente,6.0
904,2640100000.0,-98.60946,succulente,6.0
905,2650100000.0,-98.83224,succulente,6.0
906,2660100000.0,-97.83815,succulente,6.0
907,2670100000.0,-98.08887,succulente,6.0
908,2680100000.0,-97.25019,succulente,6.0
909,2690100000.0,-99.5778,succulente,6.0
910,2700100000.0,-98.43945,succulente,6.0
911,2710100000.0,-98.41145,succulente,6.0
912,2720100000.0,-98.09064,succulente,6.0
913,2730100000.0,-97.82596,succulente,6.0
914,2740100000.0,-98.47765,succulente,6.0
915,2750100000.0,-98.19975,succulente,6.0
916,2760100000.0,-98.76306,succulente,6.0
917,2770100000.0,-97.78195,succulente,6.0
918,2780100000.0,-98.36824,succulente,6.0
919,2790100000.0,-99.15827,succulente,6.0
920,2800100000.0,-97.26589,succulente,6.0
921,2810100000.0,-97.82887,succulente,6.0
922,2820100000.0,-98.95771,succulente,6.0
923,2830100000.0,-98.45424,succulente,6.0
924,2840100000.0,-97.87864,succulente,6.0
925,2850100000.0,-98.02681,succulente,6.0
926,2860100000.0,-98.02981,succulente,6.0
927,2870100000.0,-98.08175,succulente,6.0
928,2880100000.0,-99.2938,succulente,6.0
929,2890100000.0,-97.79819,succulente,6.0
930,2900100000.0,-98.33965,succulente,6.0
931,2910100000.0,-98.54704,succulente,6.0
932,2920100000.0,-98.70653,succulente,6.0
933,2930100000.0,-98.00215,succulente,6.0
934,2940100000.0,-98.15195,succulente,6.0
935,2950100000.0,-97.95976,succulente,6.0
936,2960100000.0,-98.05981,succulente,6.0
937,2970100000.0,-98.61688,succulente,6.0
938,2980100000.0,-98.16396,succulente,6.0
939,2990100000.0,-98.14296,succulente,6.0
940,3000100000.0,-98.32065,succulente,6.0
941,3010100000.0,-98.87371,succulente,6.0
942,3020100000.0,-98.27765,succulente,6.0
943,3030100000.0,-97.76579,succulente,6.0
944,3040100000.0,-98.28529,succulente,6.0
945,3050100000.0,-98.21365,succulente,6.0
946,3060100000.0,-98.34449,succulente,6.0
947,3070100000.0,-97.77576,succulente,6.0
948,3080100000.0,-98.66892,succulente,6.0
949,3090100000.0,-97.92796,succulente,6.0
950,3100100000.0,-97.85675,succulente,6.0
951,3110100000.0,-98.39306,succulente,6.0
952,3120100000.0,-98.1133,succulente,6.0
953,3130100000.0,-97.93124,succulente,6.0
954,3140100000.0,-98.57371,succulente,6.0
955,3150100000.0,-98.70608,succulente,6.0
956,3160100000.0,-97.16505,succulente,6.0
957,3170100000.0,-97.95629,succulente,6.0
958,3180100000.0,-98.39492,succulente,6.0
959,3190100000.0,-96.20387,succulente,6.0
960,100000.0,-96.57952,aloevera,6.0
961,10100000.0,-84.79033,aloevera,6.0
962,20100000.0,-97.33909,aloevera,6.0
963,30100000.0,-95.23026,aloevera,6.0
964,40100000.0,-96.89951,aloevera,6.0
965,50100000.0,-98.47026,aloevera,6.0
966,60100000.0,-100.5802,aloevera,6.0
967,70100000.0,-100.6089,aloevera,6.0
968,80100000.0,-98.71417,aloevera,6.0
969,90100000.0,-91.01377,aloevera,6.0
970,100100000.0,-94.72655,aloevera,6.0
971,110100000.0,-88.71156,aloevera,6.0
972,120100000.0,-100.3998,aloevera,6.0
973,130100000.0,-100.9681,aloevera,6.0
974,140100000.0,-100.7183,aloevera,6.0
975,150100000.0,-101.36,aloevera,6.0
976,160100000.0,-101.4219,aloevera,6.0
977,170100000.0,-101.6301,aloevera,6.0
978,180100000.0,-99.73776,aloevera,6.0
979,190100000.0,-100.3782,aloevera,6.0
980,200100000.0,-101.2286,aloevera,6.0
981,210100000.0,-101.4215,aloevera,6.0
982,220100000.0,-100.9322,aloevera,6.0
983,230100000.0,-100.8292,aloevera,6.0
984,240100000.0,-101.3692,aloevera,6.0
985,250100000.0,-100.967,aloevera,6.0
986,260100000.0,-101.5849,aloevera,6.0
987,270100000.0,-100.8622,aloevera,6.0
988,280100000.0,-100.6137,aloevera,6.0
989,290100000.0,-100.6612,aloevera,6.0
990,300100000.0,-100.7066,aloevera,6.0
991,310100000.0,-99.38416,aloevera,6.0
992,320100000.0,-100.6463,aloevera,6.0
993,330100000.0,-99.40509,aloevera,6.0
994,340100000.0,-100.4846,aloevera,6.0
995,350100000.0,-99.33952,aloevera,6.0
996,360100000.0,-99.69395,aloevera,6.0
997,370100000.0,-100.1685,aloevera,6.0
998,380100000.0,-99.08389,aloevera,6.0
999,390100000.0,-99.40314,aloevera,6.0
1000,400100000.0,-100.074,aloevera,6.0
1001,410100000.0,-99.50706,aloevera,6.0
1002,420100000.0,-100.2343,aloevera,6.0
1003,430100000.0,-100.495,aloevera,6.0
1004,440100000.0,-100.2463,aloevera,6.0
1005,450100000.0,-99.67078,aloevera,6.0
1006,460100000.0,-99.93064,aloevera,6.0
1007,470100000.0,-100.65,aloevera,6.0
1008,480100000.0,-100.4653,aloevera,6.0
1009,490100000.0,-100.0482,aloevera,6.0
1010,500100000.0,-99.34761,aloevera,6.0
1011,510100000.0,-99.95605,aloevera,6.0
1012,520100000.0,-101.5371,aloevera,6.0
1013,530100000.0,-100.6217,aloevera,6.0
1014,540100000.0,-100.7915,aloevera,6.0
1015,550100000.0,-100.6188,aloevera,6.0
1016,560100000.0,-100.2201,aloevera,6.0
1017,570100000.0,-100.5228,aloevera,6.0
1018,580100000.0,-100.3621,aloevera,6.0
1019,590100000.0,-100.8068,aloevera,6.0
1020,600100000.0,-100.4122,aloevera,6.0
1021,610100000.0,-100.8539,aloevera,6.0
1022,620100000.0,-102.4136,aloevera,6.0
1023,630100000.0,-101.0432,aloevera,6.0
1024,640100000.0,-100.834,aloevera,6.0
1025,650100000.0,-101.8205,aloevera,6.0
1026,660100000.0,-101.6333,aloevera,6.0
1027,670100000.0,-101.6986,aloevera,6.0
1028,680100000.0,-101.6643,aloevera,6.0
1029,690100000.0,-101.7803,aloevera,6.0
1030,700100000.0,-100.8355,aloevera,6.0
1031,710100000.0,-101.3176,aloevera,6.0
1032,720100000.0,-101.097,aloevera,6.0
1033,730100000.0,-101.8932,aloevera,6.0
1034,740100000.0,-99.3977,aloevera,6.0
1035,750100000.0,-100.9251,aloevera,6.0
1036,760100000.0,-102.4553,aloevera,6.0
1037,770100000.0,-98.26655,aloevera,6.0
1038,780100000.0,-101.8895,aloevera,6.0
1039,790100000.0,-100.8085,aloevera,6.0
1040,800100000.0,-101.4518,aloevera,6.0
1041,810100000.0,-98.64642,aloevera,6.0
1042,820100000.0,-99.33257,aloevera,6.0
1043,830100000.0,-100.8751,aloevera,6.0
1044,840100000.0,-101.834,aloevera,6.0
1045,850100000.0,-101.0732,aloevera,6.0
1046,860100000.0,-101.394,aloevera,6.0
1047,870100000.0,-101.6383,aloevera,6.0
1048,880100000.0,-101.4802,aloevera,6.0
1049,890100000.0,-100.6182,aloevera,6.0
1050,900100000.0,-101.6682,aloevera,6.0
1051,910100000.0,-100.6951,aloevera,6.0
1052,920100000.0,-100.5521,aloevera,6.0
1053,930100000.0,-101.0072,aloevera,6.0
1054,940100000.0,-99.60044,aloevera,6.0
1055,950100000.0,-99.90087,aloevera,6.0
1056,960100000.0,-101.5495,aloevera,6.0
1057,970100000.0,-101.6331,aloevera,6.0
1058,980100000.0,-100.7638,aloevera,6.0
1059,990100000.0,-101.0315,aloevera,6.0
1060,1000100000.0,-100.432,aloevera,6.0
1061,1010100000.0,-100.7968,aloevera,6.0
1062,1020100000.0,-100.6282,aloevera,6.0
1063,1030100000.0,-101.0235,aloevera,6.0
1064,1040100000.0,-100.4182,aloevera,6.0
1065,1050100000.0,-100.8125,aloevera,6.0
1066,1060100000.0,-100.6053,aloevera,6.0
1067,1070100000.0,-100.4516,aloevera,6.0
1068,1080100000.0,-101.0293,aloevera,6.0
1069,1090100000.0,-100.7795,aloevera,6.0
1070,1100100000.0,-99.83364,aloevera,6.0
1071,1110100000.0,-100.0925,aloevera,6.0
1072,1120100000.0,-100.6213,aloevera,6.0
1073,1130100000.0,-99.8748,aloevera,6.0
1074,1140100000.0,-99.31998,aloevera,6.0
1075,1150100000.0,-100.1543,aloevera,6.0
1076,1160100000.0,-99.24998,aloevera,6.0
1077,1170100000.0,-99.03308,aloevera,6.0
1078,1180100000.0,-99.89824,aloevera,6.0
1079,1190100000.0,-99.52164,aloevera,6.0
1080,1200100000.0,-99.87929,aloevera,6.0
1081,1210100000.0,-99.64575,aloevera,6.0
1082,1220100000.0,-99.17995,aloevera,6.0
1083,1230100000.0,-99.57574,aloevera,6.0
1084,1240100000.0,-98.83419,aloevera,6.0
1085,1250100000.0,-100.1693,aloevera,6.0
1086,1260100000.0,-99.2298,aloevera,6.0
1087,1270100000.0,-98.73019,aloevera,6.0
1088,1280100000.0,-99.11386,aloevera,6.0
1089,1290100000.0,-99.27164,aloevera,6.0
1090,1300100000.0,-99.67929,aloevera,6.0
1091,1310100000.0,-99.94803,aloevera,6.0
1092,1320100000.0,-99.86024,aloevera,6.0
1093,1330100000.0,-99.47481,aloevera,6.0
1094,1340100000.0,-100.0961,aloevera,6.0
1095,1350100000.0,-99.3118,aloevera,6.0
1096,1360100000.0,-99.86729,aloevera,6.0
1097,1370100000.0,-99.15195,aloevera,6.0
1098,1380100000.0,-100.2593,aloevera,6.0
1099,1390100000.0,-99.61175,aloevera,6.0
1100,1400100000.0,-100.0285,aloevera,6.0
1101,1410100000.0,-100.2505,aloevera,6.0
1102,1420100000.0,-98.94919,aloevera,6.0
1103,1430100000.0,-99.05515,aloevera,6.0
1104,1440100000.0,-98.99519,aloevera,6.0
1105,1450100000.0,-99.30196,aloevera,6.0
1106,1460100000.0,-99.28738,aloevera,6.0
1107,1470100000.0,-99.7468,aloevera,6.0
1108,1480100000.0,-99.63264,aloevera,6.0
1109,1490100000.0,-99.71176,aloevera,6.0
1110,1500100000.0,-99.41238,aloevera,6.0
1111,1510100000.0,-100.0185,aloevera,6.0
1112,1520100000.0,-99.20007,aloevera,6.0
1113,1530100000.0,-100.436,aloevera,6.0
1114,1540100000.0,-99.53638,aloevera,6.0
1115,1550100000.0,-100.1942,aloevera,6.0
1116,1560100000.0,-99.28018,aloevera,6.0
1117,1570100000.0,-99.86264,aloevera,6.0
1118,1580100000.0,-100.9673,aloevera,6.0
1119,1590100000.0,-98.99815,aloevera,6.0
1120,1600100000.0,-100.3965,aloevera,6.0
1121,1610100000.0,-99.35815,aloevera,6.0
1122,1620100000.0,-99.7118,aloevera,6.0
1123,1630100000.0,-99.8838,aloevera,6.0
1124,1640100000.0,-99.86381,aloevera,6.0
1125,1650100000.0,-99.23055,aloevera,6.0
1126,1660100000.0,-100.5865,aloevera,6.0
1127,1670100000.0,-99.51386,aloevera,6.0
1128,1680100000.0,-100.1293,aloevera,6.0
1129,1690100000.0,-98.94353,aloevera,6.0
1130,1700100000.0,-100.3505,aloevera,6.0
1131,1710100000.0,-99.26495,aloevera,6.0
1132,1720100000.0,-99.95129,aloevera,6.0
1133,1730100000.0,-99.9063,aloevera,6.0
1134,1740100000.0,-99.17877,aloevera,6.0
1135,1750100000.0,-99.42015,aloevera,6.0
1136,1760100000.0,-99.42381,aloevera,6.0
1137,1770100000.0,-99.93388,aloevera,6.0
1138,1780100000.0,-98.99978,aloevera,6.0
1139,1790100000.0,-99.19376,aloevera,6.0
1140,1800100000.0,-99.44324,aloevera,6.0
1141,1810100000.0,-99.96546,aloevera,6.0
1142,1820100000.0,-100.9379,aloevera,6.0
1143,1830100000.0,-99.01476,aloevera,6.0
1144,1840100000.0,-99.41629,aloevera,6.0
1145,1850100000.0,-99.07175,aloevera,6.0
1146,1860100000.0,-99.24724,aloevera,6.0
1147,1870100000.0,-98.51115,aloevera,6.0
1148,1880100000.0,-99.60703,aloevera,6.0
1149,1890100000.0,-99.37929,aloevera,6.0
1150,1900100000.0,-99.30746,aloevera,6.0
1151,1910100000.0,-100.6734,aloevera,6.0
1152,1920100000.0,-99.61324,aloevera,6.0
1153,1930100000.0,-99.09664,aloevera,6.0
1154,1940100000.0,-99.36796,aloevera,6.0
1155,1950100000.0,-98.46009,aloevera,6.0
1156,1960100000.0,-99.57129,aloevera,6.0
1157,1970100000.0,-100.6098,aloevera,6.0
1158,1980100000.0,-100.1085,aloevera,6.0
1159,1990100000.0,-99.18964,aloevera,6.0
1160,2000100000.0,-99.67429,aloevera,6.0
1161,2010100000.0,-99.3178,aloevera,6.0
1162,2020100000.0,-98.83406,aloevera,6.0
1163,2030100000.0,-98.41889,aloevera,6.0
1164,2040100000.0,-99.29181,aloevera,6.0
1165,2050100000.0,-100.0475,aloevera,6.0
1166,2060100000.0,-99.52129,aloevera,6.0
1167,2070100000.0,-98.97787,aloevera,6.0
1168,2080100000.0,-99.11164,aloevera,6.0
1169,2090100000.0,-98.81937,aloevera,6.0
1170,2100100000.0,-99.25674,aloevera,6.0
1171,2110100000.0,-100.2572,aloevera,6.0
1172,2120100000.0,-99.02876,aloevera,6.0
1173,2130100000.0,-99.18296,aloevera,6.0
1174,2140100000.0,-99.44324,aloevera,6.0
1175,2150100000.0,-98.95515,aloevera,6.0
1176,2160100000.0,-99.46503,aloevera,6.0
1177,2170100000.0,-98.58678,aloevera,6.0
1178,2180100000.0,-99.22929,aloevera,6.0
1179,2190100000.0,-98.31998,aloevera,6.0
1180,2200100000.0,-100.0578,aloevera,6.0
1181,2210100000.0,-99.10729,aloevera,6.0
1182,2220100000.0,-97.92552,aloevera,6.0
1183,2230100000.0,-99.54871,aloevera,6.0
1184,2240100000.0,-98.74374,aloevera,6.0
1185,2250100000.0,-99.06229,aloevera,6.0
1186,2260100000.0,-98.80396,aloevera,6.0
1187,2270100000.0,-98.57064,aloevera,6.0
1188,2280100000.0,-98.82496,aloevera,6.0
1189,2290100000.0,-98.93524,aloevera,6.0
1190,2300100000.0,-99.40752,aloevera,6.0
1191,2310100000.0,-99.31388,aloevera,6.0
1192,2320100000.0,-98.72115,aloevera,6.0
1193,2330100000.0,-99.54546,aloevera,6.0
1194,2340100000.0,-99.29404,aloevera,6.0
1195,2350100000.0,-99.30503,aloevera,6.0
1196,2360100000.0,-97.88791,aloevera,6.0
1197,2370100000.0,-98.6308,aloevera,6.0
1198,2380100000.0,-99.1833,aloevera,6.0
1199,2390100000.0,-98.32497,aloevera,6.0
1200,2400100000.0,-98.42838,aloevera,6.0
1201,2410100000.0,-98.15208,aloevera,6.0
1202,2420100000.0,-98.33098,aloevera,6.0
1203,2430100000.0,-98.89875,aloevera,6.0
1204,2440100000.0,-98.79816,aloevera,6.0
1205,2450100000.0,-98.99146,aloevera,6.0
1206,2460100000.0,-98.32098,aloevera,6.0
1207,2470100000.0,-99.49753,aloevera,6.0
1208,2480100000.0,-99.13365,aloevera,6.0
1209,2490100000.0,-98.8338,aloevera,6.0
1210,2500100000.0,-97.77529,aloevera,6.0
1211,2510100000.0,-98.12508,aloevera,6.0
1212,2520100000.0,-98.18755,aloevera,6.0
1213,2530100000.0,-98.29706,aloevera,6.0
1214,2540100000.0,-99.19349,aloevera,6.0
1215,2550100000.0,-99.21803,aloevera,6.0
1216,2560100000.0,-99.39835,aloevera,6.0
1217,2570100000.0,-98.85624,aloevera,6.0
1218,2580100000.0,-97.4893,aloevera,6.0
1219,2590100000.0,-98.60281,aloevera,6.0
1220,2600100000.0,-98.87165,aloevera,6.0
1221,2610100000.0,-97.84308,aloevera,6.0
1222,2620100000.0,-98.76529,aloevera,6.0
1223,2630100000.0,-98.58796,aloevera,6.0
1224,2640100000.0,-98.03338,aloevera,6.0
1225,2650100000.0,-98.33576,aloevera,6.0
1226,2660100000.0,-97.79255,aloevera,6.0
1227,2670100000.0,-96.89957,aloevera,6.0
1228,2680100000.0,-98.1548,aloevera,6.0
1229,2690100000.0,-99.03235,aloevera,6.0
1230,2700100000.0,-97.77098,aloevera,6.0
1231,2710100000.0,-99.69267,aloevera,6.0
1232,2720100000.0,-99.16182,aloevera,6.0
1233,2730100000.0,-98.25674,aloevera,6.0
1234,2740100000.0,-99.10481,aloevera,6.0
1235,2750100000.0,-98.05376,aloevera,6.0
1236,2760100000.0,-97.9638,aloevera,6.0
1237,2770100000.0,-98.56323,aloevera,6.0
1238,2780100000.0,-98.17081,aloevera,6.0
1239,2790100000.0,-98.27596,aloevera,6.0
1240,2800100000.0,-98.80553,aloevera,6.0
1241,2810100000.0,-99.09727,aloevera,6.0
1242,2820100000.0,-97.94064,aloevera,6.0
1243,2830100000.0,-98.87292,aloevera,6.0
1244,2840100000.0,-98.0238,aloevera,6.0
1245,2850100000.0,-98.17445,aloevera,6.0
1246,2860100000.0,-98.3783,aloevera,6.0
1247,2870100000.0,-98.79746,aloevera,6.0
1248,2880100000.0,-98.18346,aloevera,6.0
1249,2890100000.0,-98.48949,aloevera,6.0
1250,2900100000.0,-99.24358,aloevera,6.0
1251,2910100000.0,-98.24224,aloevera,6.0
1252,2920100000.0,-98.97382,aloevera,6.0
1253,2930100000.0,-98.29829,aloevera,6.0
1254,2940100000.0,-98.15195,aloevera,6.0
1255,2950100000.0,-98.50749,aloevera,6.0
1256,2960100000.0,-98.71853,aloevera,6.0
1257,2970100000.0,-98.16096,aloevera,6.0
1258,2980100000.0,-97.63737,aloevera,6.0
1259,2990100000.0,-98.3933,aloevera,6.0
1260,3000100000.0,-97.8298,aloevera,6.0
1261,3010100000.0,-98.40124,aloevera,6.0
1262,3020100000.0,-97.88276,aloevera,6.0
1263,3030100000.0,-98.25665,aloevera,6.0
1264,3040100000.0,-97.93681,aloevera,6.0
1265,3050100000.0,-96.99091,aloevera,6.0
1266,3060100000.0,-97.46538,aloevera,6.0
1267,3070100000.0,-98.63746,aloevera,6.0
1268,3080100000.0,-98.56235,aloevera,6.0
1269,3090100000.0,-97.92796,aloevera,6.0
1270,3100100000.0,-97.06019,aloevera,6.0
1271,3110100000.0,-98.49834,aloevera,6.0
1272,3120100000.0,-98.42352,aloevera,6.0
1273,3130100000.0,-97.30537,aloevera,6.0
1274,3140100000.0,-98.15349,aloevera,6.0
1275,3150100000.0,-97.62215,aloevera,6.0
1276,3160100000.0,-98.40446,aloevera,6.0
1277,3170100000.0,-97.51076,aloevera,6.0
1278,3180100000.0,-97.62575,aloevera,6.0
1279,3190100000.0,-96.68153,aloevera,6.0
